id,name,building_name,new_date,new_datetime,hour,load_kW,pv_kW,demand_kWh,supply_kWh,monthnew,yearnew,net_kWh,status
68882,h1,NDIR-SERT,2023-01-01,2023-01-01 01:03:29,1,5.75,0.01,5.52,0,1,2023,-5.52,D
68892,h1,NDIR-SERT,2023-01-01,2023-01-01 02:03:30,2,4.16,0.01,5.42,0,1,2023,-5.42,D
68901,h1,NDIR-SERT,2023-01-01,2023-01-01 03:03:13,3,6.39,0.01,5.61,0,1,2023,-5.61,D
68909,h1,NDIR-SERT,2023-01-01,2023-01-01 04:03:32,4,4.66,0.01,5.43,0,1,2023,-5.43,D
68919,h1,NDIR-SERT,2023-01-01,2023-01-01 05:03:14,5,5.61,0.01,5.36,0,1,2023,-5.36,D
68928,h1,NDIR-SERT,2023-01-01,2023-01-01 06:03:12,6,4.05,0.01,5.22,0,1,2023,-5.22,D
68936,h1,NDIR-SERT,2023-01-01,2023-01-01 07:03:15,7,4.07,0.38,4.6,0,1,2023,-4.6,D
68946,h1,NDIR-SERT,2023-01-01,2023-01-01 08:03:13,8,9.36,6.79,1.64,0.36,1,2023,-1.28,D
68954,h1,NDIR-SERT,2023-01-01,2023-01-01 09:03:15,9,20.75,13.22,0,4.76,1,2023,4.76,S
68963,h1,NDIR-SERT,2023-01-01,2023-01-01 10:03:16,10,31.69,18.47,0,9.75,1,2023,9.75,S
68974,h1,NDIR-SERT,2023-01-01,2023-01-01 11:03:14,11,34.33,19.92,0,13,1,2023,13,S
68981,h1,NDIR-SERT,2023-01-01,2023-01-01 12:03:30,12,35.24,20.31,0,14.74,1,2023,14.74,S
68990,h1,NDIR-SERT,2023-01-01,2023-01-01 13:03:40,13,34.15,20.01,0,14.15,1,2023,14.15,S
68999,h1,NDIR-SERT,2023-01-01,2023-01-01 14:03:27,14,31.11,18.51,0,13.47,1,2023,13.47,S
69006,h1,NDIR-SERT,2023-01-01,2023-01-01 15:02:55,15,22.27,13.75,0,10.57,1,2023,10.57,S
69015,h1,NDIR-SERT,2023-01-01,2023-01-01 16:03:00,16,7.25,7.17,0,4.56,1,2023,4.56,S
69024,h1,NDIR-SERT,2023-01-01,2023-01-01 17:03:14,17,5.84,1.55,1.92,0.19,1,2023,-1.73,D
69033,h1,NDIR-SERT,2023-01-01,2023-01-01 18:03:42,18,6.45,0.01,5.2,0,1,2023,-5.2,D
69042,h1,NDIR-SERT,2023-01-01,2023-01-01 19:03:18,19,4.07,0.01,5.8,0,1,2023,-5.8,D
69051,h1,NDIR-SERT,2023-01-01,2023-01-01 20:03:15,20,7.27,0.01,5.34,0,1,2023,-5.34,D
69060,h1,NDIR-SERT,2023-01-01,2023-01-01 21:03:14,21,5.52,0.01,5.32,0,1,2023,-5.32,D
69069,h1,NDIR-SERT,2023-01-01,2023-01-01 22:03:22,22,5.71,0.01,5.2,0,1,2023,-5.2,D
69078,h1,NDIR-SERT,2023-01-01,2023-01-01 23:03:15,23,6.09,0.01,5.44,0,1,2023,-5.44,D
69087,h1,NDIR-SERT,2023-01-02,2023-01-02 01:03:32,1,5.82,0.01,5.3,0,1,2023,-5.3,D
69096,h1,NDIR-SERT,2023-01-02,2023-01-02 02:03:24,2,5.64,0.01,5.48,0,1,2023,-5.48,D
69108,h1,NDIR-SERT,2023-01-02,2023-01-02 04:03:56,4,5.94,0.01,5.38,0,1,2023,-5.38,D
69117,h1,NDIR-SERT,2023-01-02,2023-01-02 05:02:56,5,5.91,0.01,5.29,0,1,2023,-5.29,D
69126,h1,NDIR-SERT,2023-01-02,2023-01-02 06:03:13,6,4.92,0.01,5.27,0,1,2023,-5.27,D
69133,h1,NDIR-SERT,2023-01-02,2023-01-02 07:03:24,7,4.4,0.13,4.53,0,1,2023,-4.53,D
69144,h1,NDIR-SERT,2023-01-02,2023-01-02 08:03:12,8,7.09,6.34,2.08,0.24,1,2023,-1.84,D
69151,h1,NDIR-SERT,2023-01-02,2023-01-02 09:03:15,9,16.2,11.89,0,4.81,1,2023,4.81,S
69161,h1,NDIR-SERT,2023-01-02,2023-01-02 10:02:54,10,27.03,17.27,0,10.05,1,2023,10.05,S
69169,h1,NDIR-SERT,2023-01-02,2023-01-02 12:03:36,12,34.98,20.53,0,13.79,1,2023,13.79,S
69178,h1,NDIR-SERT,2023-01-02,2023-01-02 13:03:32,13,30.98,19.41,0,14.22,1,2023,14.22,S
69188,h1,NDIR-SERT,2023-01-02,2023-01-02 14:03:11,14,30.13,18.08,0,12.78,1,2023,12.78,S
69197,h1,NDIR-SERT,2023-01-02,2023-01-02 15:03:13,15,15.07,11.06,0,9,1,2023,9,S
69205,h1,NDIR-SERT,2023-01-02,2023-01-02 16:03:16,16,5.34,4.1,0.41,0.93,1,2023,0.52,S
69214,h1,NDIR-SERT,2023-01-02,2023-01-02 17:03:27,17,6.29,1.49,1.96,0.1,1,2023,-1.86,D
69223,h1,NDIR-SERT,2023-01-02,2023-01-02 18:03:24,18,6.14,0.01,5.39,0,1,2023,-5.39,D
69231,h1,NDIR-SERT,2023-01-02,2023-01-02 19:03:37,19,4.81,0.01,5.77,0,1,2023,-5.77,D
69240,h1,NDIR-SERT,2023-01-02,2023-01-02 20:03:18,20,5.87,0.01,5.61,0,1,2023,-5.61,D
69254,h1,NDIR-SERT,2023-01-02,2023-01-02 22:03:20,22,6.3,0.01,5.79,0,1,2023,-5.79,D
69261,h1,NDIR-SERT,2023-01-02,2023-01-02 23:03:13,23,6.47,0.01,5.97,0,1,2023,-5.97,D
69270,h1,NDIR-SERT,2023-01-03,2023-01-03 01:03:33,1,5.7,0.01,5.77,0,1,2023,-5.77,D
69282,h1,NDIR-SERT,2023-01-03,2023-01-03 03:02:55,3,4.91,0.01,5.75,0,1,2023,-5.75,D
69291,h1,NDIR-SERT,2023-01-03,2023-01-03 04:03:39,4,6.57,0.01,5.74,0,1,2023,-5.74,D
69300,h1,NDIR-SERT,2023-01-03,2023-01-03 05:03:03,5,4.31,0.01,5.59,0,1,2023,-5.59,D
69309,h1,NDIR-SERT,2023-01-03,2023-01-03 06:03:26,6,4.33,0.01,5.52,0,1,2023,-5.52,D
69326,h1,NDIR-SERT,2023-01-03,2023-01-03 08:03:17,8,5.54,2.05,4.9,0,1,2023,-4.9,D
69335,h1,NDIR-SERT,2023-01-03,2023-01-03 09:03:20,9,14.17,6.87,5.35,0,1,2023,-5.35,D
69345,h1,NDIR-SERT,2023-01-03,2023-01-03 10:03:31,10,15.34,12.27,6.28,0.02,1,2023,-6.26,D
69353,h1,NDIR-SERT,2023-01-03,2023-01-03 11:03:36,11,22.77,17.07,9.64,0.01,1,2023,-9.63,D
69362,h1,NDIR-SERT,2023-01-03,2023-01-03 12:03:33,12,27.63,14.14,14,0,1,2023,-14,D
69373,h1,NDIR-SERT,2023-01-03,2023-01-03 14:03:33,14,28.85,15.38,12.03,0.11,1,2023,-11.92,D
69380,h1,NDIR-SERT,2023-01-03,2023-01-03 15:03:22,15,29.03,11.24,15.36,0,1,2023,-15.36,D
69389,h1,NDIR-SERT,2023-01-03,2023-01-03 17:03:21,17,19.34,1.79,19.37,0,1,2023,-19.37,D
69409,h1,NDIR-SERT,2023-01-03,2023-01-03 20:03:02,20,7.99,0.01,6.64,0,1,2023,-6.64,D
69418,h1,NDIR-SERT,2023-01-04,2023-01-04 08:03:20,8,7.1,1.24,5.22,0,1,2023,-5.22,D
69434,h1,NDIR-SERT,2023-01-04,2023-01-04 11:03:29,11,21.1,13.24,11.72,0.01,1,2023,-11.71,D
69445,h1,NDIR-SERT,2023-01-04,2023-01-04 14:03:23,14,21.78,17.77,4.43,0.08,1,2023,-4.35,D
69458,h1,NDIR-SERT,2023-01-04,2023-01-04 16:03:27,16,32.71,7.04,16.81,0,1,2023,-16.81,D
69470,h1,NDIR-SERT,2023-01-04,2023-01-04 20:03:25,20,5.16,0.01,6.67,0,1,2023,-6.67,D
69479,h1,NDIR-SERT,2023-01-04,2023-01-04 21:03:19,21,6.38,0.01,6.42,0,1,2023,-6.42,D
69488,h1,NDIR-SERT,2023-01-04,2023-01-04 22:03:31,22,6.31,0.01,5.92,0,1,2023,-5.92,D
69497,h1,NDIR-SERT,2023-01-04,2023-01-04 23:03:22,23,6.25,0.01,6.38,0,1,2023,-6.38,D
69512,h1,NDIR-SERT,2023-01-05,2023-01-05 03:03:05,3,6.16,0.01,5.79,0,1,2023,-5.79,D
69520,h1,NDIR-SERT,2023-01-05,2023-01-05 04:03:28,4,4.19,0.01,5.79,0,1,2023,-5.79,D
69530,h1,NDIR-SERT,2023-01-05,2023-01-05 05:03:59,5,5.91,0.01,5.71,0,1,2023,-5.71,D
69538,h1,NDIR-SERT,2023-01-05,2023-01-05 06:03:17,6,5.03,0.01,5.67,0,1,2023,-5.67,D
69547,h1,NDIR-SERT,2023-01-05,2023-01-05 07:03:18,7,6.02,0.19,5.23,0,1,2023,-5.23,D
69563,h1,NDIR-SERT,2023-01-05,2023-01-05 09:03:19,9,13.11,11.99,0.39,0.95,1,2023,0.56,S
69572,h1,NDIR-SERT,2023-01-05,2023-01-05 10:03:32,10,17.14,16.45,3.73,0.79,1,2023,-2.94,D
69576,h1,NDIR-SERT,2023-01-05,2023-01-05 11:03:26,11,24.59,19.58,0.35,2.47,1,2023,2.12,S
69585,h1,NDIR-SERT,2023-01-05,2023-01-05 14:03:09,14,28.63,16.08,6.84,0.15,1,2023,-6.69,D
69592,h1,NDIR-SERT,2023-01-05,2023-01-05 15:03:21,15,34.07,9.66,12.36,0,1,2023,-12.36,D
69600,h1,NDIR-SERT,2023-01-05,2023-01-05 16:03:17,16,24.56,4.53,16.96,0,1,2023,-16.96,D
69609,h1,NDIR-SERT,2023-01-05,2023-01-05 17:03:20,17,11.56,1.05,17.61,0,1,2023,-17.61,D
69620,h1,NDIR-SERT,2023-01-05,2023-01-05 18:03:09,18,7.91,0.01,8.21,0,1,2023,-8.21,D
69631,h1,NDIR-SERT,2023-01-05,2023-01-05 20:03:16,20,6.86,0.01,6.57,0,1,2023,-6.57,D
69639,h1,NDIR-SERT,2023-01-05,2023-01-05 21:03:17,21,6.88,0.01,6.9,0,1,2023,-6.9,D
69649,h1,NDIR-SERT,2023-01-05,2023-01-05 22:03:36,22,6.41,0.01,6.08,0,1,2023,-6.08,D
69657,h1,NDIR-SERT,2023-01-05,2023-01-05 23:03:18,23,5.8,0.01,6.05,0,1,2023,-6.05,D
69666,h1,NDIR-SERT,2023-01-06,2023-01-06 01:03:10,1,4.82,0.01,5.77,0,1,2023,-5.77,D
69677,h1,NDIR-SERT,2023-01-06,2023-01-06 03:03:14,3,5.75,0.01,5.74,0,1,2023,-5.74,D
69687,h1,NDIR-SERT,2023-01-06,2023-01-06 05:03:15,5,6.53,0.01,5.75,0,1,2023,-5.75,D
69696,h1,NDIR-SERT,2023-01-06,2023-01-06 06:03:15,6,6.46,0.01,5.5,0,1,2023,-5.5,D
69706,h1,NDIR-SERT,2023-01-06,2023-01-06 07:03:15,7,5.88,0.11,5.65,0,1,2023,-5.65,D
69714,h1,NDIR-SERT,2023-01-06,2023-01-06 08:03:21,8,6.71,6.23,4,0.15,1,2023,-3.85,D
69723,h1,NDIR-SERT,2023-01-06,2023-01-06 09:03:23,9,15.87,14.14,0.66,1.5,1,2023,0.84,S
69735,h1,NDIR-SERT,2023-01-06,2023-01-06 11:03:29,11,20.67,20.25,4.06,1.01,1,2023,-3.05,D
69747,h1,NDIR-SERT,2023-01-06,2023-01-06 13:03:33,13,23.1,19.94,0.69,1.84,1,2023,1.15,S
69757,h1,NDIR-SERT,2023-01-06,2023-01-06 14:04:03,14,24.42,18.42,4.31,0.4,1,2023,-3.91,D
69759,h1,NDIR-SERT,2023-01-06,2023-01-06 15:03:27,15,25.07,14.02,6.2,0.02,1,2023,-6.18,D
69768,h1,NDIR-SERT,2023-01-06,2023-01-06 17:03:03,17,16.2,2.07,16.77,0,1,2023,-16.77,D
69783,h1,NDIR-SERT,2023-01-06,2023-01-06 20:03:15,20,9.56,0.01,10.67,0,1,2023,-10.67,D
69792,h1,NDIR-SERT,2023-01-06,2023-01-06 21:03:18,21,10.41,0.01,10.47,0,1,2023,-10.47,D
69804,h1,NDIR-SERT,2023-01-06,2023-01-06 23:03:21,23,9.75,0.01,10.28,0,1,2023,-10.28,D
69813,h1,NDIR-SERT,2023-01-07,2023-01-07 01:03:29,1,12.82,0.01,9.67,0,1,2023,-9.67,D
69822,h1,NDIR-SERT,2023-01-07,2023-01-07 02:03:17,2,8.04,0.01,9.58,0,1,2023,-9.58,D
69831,h1,NDIR-SERT,2023-01-07,2023-01-07 03:03:00,3,7.99,0.01,9.34,0,1,2023,-9.34,D
69840,h1,NDIR-SERT,2023-01-07,2023-01-07 04:03:18,4,8.88,0.01,8.97,0,1,2023,-8.97,D
69849,h1,NDIR-SERT,2023-01-07,2023-01-07 05:03:12,5,8.49,0.01,8.88,0,1,2023,-8.88,D
69854,h1,NDIR-SERT,2023-01-07,2023-01-07 06:03:14,6,8.48,0.01,8.64,0,1,2023,-8.64,D
69865,h1,NDIR-SERT,2023-01-07,2023-01-07 08:03:18,8,9.67,5.26,5.86,0,1,2023,-5.86,D
69874,h1,NDIR-SERT,2023-01-07,2023-01-07 09:03:07,9,12.99,12.42,0.47,1.66,1,2023,1.19,S
69880,h1,NDIR-SERT,2023-01-07,2023-01-07 11:03:16,11,32.53,20.63,0,10.58,1,2023,10.58,S
69889,h1,NDIR-SERT,2023-01-07,2023-01-07 12:03:12,12,31.43,21.2,0,10.99,1,2023,10.99,S
69892,h1,NDIR-SERT,2023-01-07,2023-01-07 15:03:19,15,16.77,13.9,0,7.63,1,2023,7.63,S
69901,h1,NDIR-SERT,2023-01-07,2023-01-07 20:03:39,20,13.12,0.01,6.6,0,1,2023,-6.6,D
69910,h1,NDIR-SERT,2023-01-07,2023-01-07 21:04:04,21,10.82,0.01,10.54,0,1,2023,-10.54,D
69921,h1,NDIR-SERT,2023-01-08,2023-01-08 08:03:56,8,9.62,1.82,4.99,0,1,2023,-4.99,D
69929,h1,NDIR-SERT,2023-01-08,2023-01-08 09:03:54,9,5.52,4.53,2.84,0,1,2023,-2.84,D
69936,h1,NDIR-SERT,2023-01-08,2023-01-08 11:04:05,11,9.48,8.81,0.04,5.69,1,2023,5.65,S
69943,h1,NDIR-SERT,2023-01-08,2023-01-08 16:03:45,16,10.85,4.45,4.16,0,1,2023,-4.16,D
69951,h1,NDIR-SERT,2023-01-08,2023-01-08 19:04:08,19,8.6,0.01,8.39,0,1,2023,-8.39,D
69956,h1,NDIR-SERT,2023-01-08,2023-01-08 20:03:17,20,6.01,0.01,7.96,0,1,2023,-7.96,D
69963,h1,NDIR-SERT,2023-01-08,2023-01-08 23:03:23,23,6.64,0.01,6.03,0,1,2023,-6.03,D
69971,h1,NDIR-SERT,2023-01-09,2023-01-09 07:04:00,7,5.67,0,5.1,0,1,2023,-5.1,D
69980,h1,NDIR-SERT,2023-01-09,2023-01-09 08:03:15,8,6.75,2.89,5.1,0,1,2023,-5.1,D
69986,h1,NDIR-SERT,2023-01-09,2023-01-09 13:18:47,13,22.38,20.33,4.19,1.03,1,2023,-3.16,D
69998,h1,NDIR-SERT,2023-01-09,2023-01-09 14:44:15,14,30.17,18.27,5.69,0.09,1,2023,-5.6,D
69999,h1,NDIR-SERT,2023-01-09,2023-01-09 15:03:19,15,25.84,14.01,11,0,1,2023,-11,D
70008,h1,NDIR-SERT,2023-01-09,2023-01-09 16:03:18,16,31.37,7.51,17.14,0,1,2023,-17.14,D
70017,h1,NDIR-SERT,2023-01-09,2023-01-09 17:03:04,17,21.94,1.52,17.7,0,1,2023,-17.7,D
70021,h1,NDIR-SERT,2023-01-09,2023-01-09 18:03:19,18,14.36,0.01,14.69,0,1,2023,-14.69,D
70030,h1,NDIR-SERT,2023-01-09,2023-01-09 19:03:04,19,13.89,0.01,12.08,0,1,2023,-12.08,D
70038,h1,NDIR-SERT,2023-01-09,2023-01-09 20:03:14,20,8.07,0.01,9,0,1,2023,-9,D
70047,h1,NDIR-SERT,2023-01-09,2023-01-09 21:03:17,21,6.85,0.01,8.61,0,1,2023,-8.61,D
70059,h1,NDIR-SERT,2023-01-09,2023-01-09 23:03:19,23,8.49,0.01,9.43,0,1,2023,-9.43,D
70073,h1,NDIR-SERT,2023-01-10,2023-01-10 02:03:06,2,5.73,0.01,5.88,0,1,2023,-5.88,D
70076,h1,NDIR-SERT,2023-01-10,2023-01-10 03:03:27,3,5.71,0.01,5.76,0,1,2023,-5.76,D
70096,h1,NDIR-SERT,2023-01-12,2023-01-12 09:07:44,9,14.49,10.27,2.91,0,1,2023,-2.91,D
70105,h1,NDIR-SERT,2023-01-12,2023-01-12 10:02:01,10,22.38,8.97,10.89,0.03,1,2023,-10.86,D
70114,h1,NDIR-SERT,2023-01-12,2023-01-12 11:02:02,11,23.14,11.73,8.86,0.03,1,2023,-8.83,D
70123,h1,NDIR-SERT,2023-01-12,2023-01-12 12:02:03,12,21.81,20.3,5,0.26,1,2023,-4.74,D
70132,h1,NDIR-SERT,2023-01-12,2023-01-12 13:02:02,13,28.3,4.92,5.37,0.25,1,2023,-5.12,D
70141,h1,NDIR-SERT,2023-01-12,2023-01-12 14:02:01,14,37.47,17.69,14.58,0,1,2023,-14.58,D
70150,h1,NDIR-SERT,2023-01-12,2023-01-12 15:02:02,15,37.84,13.81,19.45,0,1,2023,-19.45,D
70159,h1,NDIR-SERT,2023-01-12,2023-01-12 16:02:02,16,26.53,7.81,20.3,0,1,2023,-20.3,D
70168,h1,NDIR-SERT,2023-01-12,2023-01-12 17:02:02,17,19.25,2.16,19.98,0,1,2023,-19.98,D
70185,h1,NDIR-SERT,2023-01-12,2023-01-12 19:02:02,19,5.93,0.01,8.54,0,1,2023,-8.54,D
70194,h1,NDIR-SERT,2023-01-12,2023-01-12 20:02:03,20,5.99,0.01,6.19,0,1,2023,-6.19,D
70203,h1,NDIR-SERT,2023-01-12,2023-01-12 21:02:02,21,6.27,0.01,5.86,0,1,2023,-5.86,D
70212,h1,NDIR-SERT,2023-01-12,2023-01-12 22:02:02,22,5.44,0.01,5.38,0,1,2023,-5.38,D
70221,h1,NDIR-SERT,2023-01-12,2023-01-12 23:02:02,23,5.46,0.01,5.54,0,1,2023,-5.54,D
70230,h1,NDIR-SERT,2023-01-13,2023-01-13 01:02:03,1,5.98,0.01,6.11,0,1,2023,-6.11,D
70239,h1,NDIR-SERT,2023-01-13,2023-01-13 02:02:03,2,6.3,0.01,5.82,0,1,2023,-5.82,D
70248,h1,NDIR-SERT,2023-01-13,2023-01-13 03:02:03,3,5.44,0.01,5.62,0,1,2023,-5.62,D
70257,h1,NDIR-SERT,2023-01-13,2023-01-13 04:02:02,4,5.42,0.01,5.99,0,1,2023,-5.99,D
70266,h1,NDIR-SERT,2023-01-13,2023-01-13 05:02:03,5,4.57,0.01,5.64,0,1,2023,-5.64,D
70275,h1,NDIR-SERT,2023-01-13,2023-01-13 06:02:02,6,5.57,0.01,5.23,0,1,2023,-5.23,D
70284,h1,NDIR-SERT,2023-01-13,2023-01-13 07:02:03,7,5.26,0.01,5.47,0,1,2023,-5.47,D
70293,h1,NDIR-SERT,2023-01-13,2023-01-13 08:02:03,8,6.62,5.1,4.39,0,1,2023,-4.39,D
70302,h1,NDIR-SERT,2023-01-13,2023-01-13 09:02:03,9,11.96,10.76,1.28,0.2,1,2023,-1.08,D
70311,h1,NDIR-SERT,2023-01-13,2023-01-13 10:02:03,10,18.07,16.62,2,0.31,1,2023,-1.69,D
70320,h1,NDIR-SERT,2023-01-13,2023-01-13 11:02:03,11,19.12,18.7,1.17,0.67,1,2023,-0.5,D
70329,h1,NDIR-SERT,2023-01-13,2023-01-13 12:02:03,12,22.08,20.15,1.6,0.25,1,2023,-1.35,D
70338,h1,NDIR-SERT,2023-01-13,2023-01-13 13:02:03,13,21.32,20.02,1.43,1.03,1,2023,-0.4,D
70347,h1,NDIR-SERT,2023-01-13,2023-01-13 14:02:03,14,25.72,17.81,3.47,0.26,1,2023,-3.21,D
70356,h1,NDIR-SERT,2023-01-13,2023-01-13 15:02:03,15,24.13,13.7,11.5,0,1,2023,-11.5,D
70365,h1,NDIR-SERT,2023-01-13,2023-01-13 16:02:04,16,31.04,7.4,16.41,0,1,2023,-16.41,D
70374,h1,NDIR-SERT,2023-01-13,2023-01-13 17:02:03,17,18.54,2.19,18.86,0,1,2023,-18.86,D
70391,h1,NDIR-SERT,2023-01-13,2023-01-13 19:02:03,19,8.32,0.01,13.42,0,1,2023,-13.42,D
70400,h1,NDIR-SERT,2023-01-13,2023-01-13 20:02:03,20,9.51,0.01,10.14,0,1,2023,-10.14,D
70409,h1,NDIR-SERT,2023-01-13,2023-01-13 21:02:03,21,8.21,0.01,8.34,0,1,2023,-8.34,D
70418,h1,NDIR-SERT,2023-01-13,2023-01-13 22:02:03,22,9.71,0.01,8.43,0,1,2023,-8.43,D
70427,h1,NDIR-SERT,2023-01-13,2023-01-13 23:02:02,23,8.9,0.01,8.64,0,1,2023,-8.64,D
70436,h1,NDIR-SERT,2023-01-14,2023-01-14 01:02:03,1,6.32,0.01,5.82,0,1,2023,-5.82,D
70445,h1,NDIR-SERT,2023-01-14,2023-01-14 02:02:03,2,6.8,0.01,5.98,0,1,2023,-5.98,D
70454,h1,NDIR-SERT,2023-01-14,2023-01-14 03:02:03,3,5.94,0.01,5.78,0,1,2023,-5.78,D
70463,h1,NDIR-SERT,2023-01-14,2023-01-14 04:02:03,4,3.76,0.01,5.8,0,1,2023,-5.8,D
70472,h1,NDIR-SERT,2023-01-14,2023-01-14 05:02:03,5,3.97,0.01,5.78,0,1,2023,-5.78,D
70481,h1,NDIR-SERT,2023-01-14,2023-01-14 06:02:03,6,5.02,0.01,5.55,0,1,2023,-5.55,D
70490,h1,NDIR-SERT,2023-01-14,2023-01-14 07:02:03,7,4.61,0.02,5.17,0,1,2023,-5.17,D
70499,h1,NDIR-SERT,2023-01-14,2023-01-14 08:02:03,8,5.28,4.68,3.08,0.03,1,2023,-3.05,D
70508,h1,NDIR-SERT,2023-01-14,2023-01-14 09:02:03,9,16.65,12.18,0.15,2.54,1,2023,2.39,S
70517,h1,NDIR-SERT,2023-01-14,2023-01-14 10:02:03,10,26.82,16.46,0,7.3,1,2023,7.3,S
70526,h1,NDIR-SERT,2023-01-14,2023-01-14 11:02:03,11,27.36,19.72,0.24,8.5,1,2023,8.26,S
70535,h1,NDIR-SERT,2023-01-14,2023-01-14 12:02:03,12,30.94,19.81,4.84,0.45,1,2023,-4.39,D
70544,h1,NDIR-SERT,2023-01-14,2023-01-14 13:02:03,13,24.66,19.74,5.03,0.48,1,2023,-4.55,D
70553,h1,NDIR-SERT,2023-01-14,2023-01-14 14:02:03,14,29.34,18.34,6.71,0.02,1,2023,-6.69,D
70562,h1,NDIR-SERT,2023-01-14,2023-01-14 15:02:03,15,27.54,14.15,14.11,0,1,2023,-14.11,D
70571,h1,NDIR-SERT,2023-01-14,2023-01-14 16:02:03,16,15.1,7.59,9.15,0.02,1,2023,-9.13,D
70580,h1,NDIR-SERT,2023-01-14,2023-01-14 17:02:03,17,11.46,2.17,6.41,0,1,2023,-6.41,D
70597,h1,NDIR-SERT,2023-01-14,2023-01-14 19:02:03,19,5.92,0.01,6.27,0,1,2023,-6.27,D
70606,h1,NDIR-SERT,2023-01-14,2023-01-14 20:02:03,20,5.93,0.01,6.89,0,1,2023,-6.89,D
70615,h1,NDIR-SERT,2023-01-14,2023-01-14 21:02:03,21,4.31,0.01,6.51,0,1,2023,-6.51,D
70624,h1,NDIR-SERT,2023-01-14,2023-01-14 22:02:03,22,4.32,0.01,6.22,0,1,2023,-6.22,D
70633,h1,NDIR-SERT,2023-01-14,2023-01-14 23:02:03,23,5.85,0.01,6.55,0,1,2023,-6.55,D
70642,h1,NDIR-SERT,2023-01-15,2023-01-15 01:02:03,1,3.86,0.01,5.96,0,1,2023,-5.96,D
70651,h1,NDIR-SERT,2023-01-15,2023-01-15 02:02:03,2,3.85,0.01,5.68,0,1,2023,-5.68,D
70660,h1,NDIR-SERT,2023-01-15,2023-01-15 03:02:03,3,5.42,0.01,5.74,0,1,2023,-5.74,D
70669,h1,NDIR-SERT,2023-01-15,2023-01-15 04:02:03,4,5.38,0.01,5.56,0,1,2023,-5.56,D
70678,h1,NDIR-SERT,2023-01-15,2023-01-15 05:02:03,5,6.14,0.01,5.64,0,1,2023,-5.64,D
70687,h1,NDIR-SERT,2023-01-15,2023-01-15 06:02:03,6,6.73,0.01,5.63,0,1,2023,-5.63,D
70696,h1,NDIR-SERT,2023-01-15,2023-01-15 07:02:03,7,5.85,0.19,5.39,0,1,2023,-5.39,D
70705,h1,NDIR-SERT,2023-01-15,2023-01-15 08:02:03,8,8.27,6.56,2.4,0.25,1,2023,-2.15,D
70714,h1,NDIR-SERT,2023-01-15,2023-01-15 09:02:03,9,20.55,12.9,0,4.73,1,2023,4.73,S
70723,h1,NDIR-SERT,2023-01-15,2023-01-15 10:02:03,10,28.65,16.71,0,10.55,1,2023,10.55,S
70732,h1,NDIR-SERT,2023-01-15,2023-01-15 11:02:03,11,40.97,22.47,0,14.26,1,2023,14.26,S
70741,h1,NDIR-SERT,2023-01-15,2023-01-15 12:02:04,12,38.18,22.6,0,16.92,1,2023,16.92,S
70750,h1,NDIR-SERT,2023-01-15,2023-01-15 13:02:03,13,38.13,21.75,0,16.24,1,2023,16.24,S
70759,h1,NDIR-SERT,2023-01-15,2023-01-15 14:02:03,14,30.37,18.99,0,14.11,1,2023,14.11,S
70768,h1,NDIR-SERT,2023-01-15,2023-01-15 15:02:03,15,22.74,15.24,0,10.72,1,2023,10.72,S
70777,h1,NDIR-SERT,2023-01-15,2023-01-15 16:02:03,16,10.76,8.93,0,5.57,1,2023,5.57,S
70786,h1,NDIR-SERT,2023-01-15,2023-01-15 17:02:03,17,7.29,2.39,1.53,0.4,1,2023,-1.13,D
70795,h1,NDIR-SERT,2023-01-15,2023-01-15 18:02:03,18,2.12,-0.06,5.32,0,1,2023,-5.32,D
70804,h1,NDIR-SERT,2023-01-15,2023-01-15 19:02:03,19,5.52,0.01,5.84,0,1,2023,-5.84,D
70813,h1,NDIR-SERT,2023-01-15,2023-01-15 20:02:03,20,6.23,0.01,5.72,0,1,2023,-5.72,D
70822,h1,NDIR-SERT,2023-01-15,2023-01-15 21:02:03,21,6.14,0.01,5.55,0,1,2023,-5.55,D
70831,h1,NDIR-SERT,2023-01-15,2023-01-15 22:02:03,22,7.16,0.01,5.25,0,1,2023,-5.25,D
70840,h1,NDIR-SERT,2023-01-15,2023-01-15 23:02:03,23,3.97,0.01,5.5,0,1,2023,-5.5,D
70849,h1,NDIR-SERT,2023-01-16,2023-01-16 01:02:03,1,3.93,0.01,5.25,0,1,2023,-5.25,D
70858,h1,NDIR-SERT,2023-01-16,2023-01-16 02:02:03,2,6.03,0.01,5.2,0,1,2023,-5.2,D
70867,h1,NDIR-SERT,2023-01-16,2023-01-16 03:02:03,3,3.84,0.01,5.16,0,1,2023,-5.16,D
70876,h1,NDIR-SERT,2023-01-16,2023-01-16 04:02:03,4,5.51,0.01,5.2,0,1,2023,-5.2,D
70885,h1,NDIR-SERT,2023-01-16,2023-01-16 05:02:04,5,4.53,0.01,5.16,0,1,2023,-5.16,D
70894,h1,NDIR-SERT,2023-01-16,2023-01-16 06:02:03,6,5.94,0.01,5.14,0,1,2023,-5.14,D
70903,h1,NDIR-SERT,2023-01-16,2023-01-16 07:02:04,7,3.94,0.07,5.15,0,1,2023,-5.15,D
70912,h1,NDIR-SERT,2023-01-16,2023-01-16 08:02:03,8,6.43,6.35,3.25,0.06,1,2023,-3.19,D
